userName;score;content;at;
Rusgianto Joled;3;penjualan Reksadana sudah sukses tapi uang masuk ke nomor rekening lama banget ini yang membuat kita malas investasi dan bisa juga ini uangku hilang;22/12/2025 15:52;
Syamsurizal Kerasian;5;good;22/12/2025 15:27;
Komang adi Suryantara;5;Sangat luarbiasa;22/12/2025 15:15;
Muhammad Firmansyah;4;semoga makin baik, dan tidak Update trossss yaa;22/12/2025 15:09;
yudhi wijaya sopar;5;yg penting bintang lima, gak perlu alasan;22/12/2025 14:48;
Isra Ali Rahman;5;bagus;22/12/2025 14:44;
Choirul Hernandez;4;sangat membantu;22/12/2025 14:37;
Adrian Syahmariz Mohamad;1;punya saldo 50k, mentok cuma bisa pake qris nya 20k. 30k nya manteng aja kagag bisa pake.;22/12/2025 14:18;
DITA HAFIFAH;1;Pelayanan lama, harus nunggu 5 hari, cuma buat dana balik ke rekening, karena gagal narik tunai di ATM, tapi di livin tetap ke potong, beda sama BCA yg dalam hitungan jam dana balik otomatis, gak perluh bikin pengaduan. ini masih gak jelas uang saya balik gak.;22/12/2025 14:01;
Darma Sudarma;2;setiap bulan kenapa kartu ATM saya terblokir sendiri padahal kalau masalah KSM saya tidak pernah bermasalah,asal mau masuk ke Livin selalu kunci merah;22/12/2025 13:52;
Hiledcau 09;5;apk nya si ok nyaman juga, saya udah hampir 1 tahun pakai nyah tapi kartunya gk di antar antar ke rumh sampe sekarang;22/12/2025 13:40;
Riska Rismaya;4;kenapa sih livin tiba2 ga bisa dibuka ? padahal di update terus 😭😭;22/12/2025 13:21;
Raldina Elyyani;1;udah pny.. ga butuh iklan;22/12/2025 13:16;
Hajrah Nabila;4;bagus sih, cmn blm apa² udah disuruh update mulu pdhal blm lama udah update, mana memoriku cepat penuh. Pdhal klo mbanking lain gak smpe segitu, bhkan ad yg blm aku update tpi aman² aja klo yg lain;22/12/2025 13:04;
Sholeh Hartanto;5;ok bgtttt 👍👍👍👍👍;22/12/2025 12:56;
Reza Muhammad;1;buka aplikasi doang lamanya astaga......;22/12/2025 12:51;
Fahril Anakku;4;ok lah;22/12/2025 12:49;
Saras Wati;3;kenapa livin saya sering terhenti,,,,jdi saya hrus uninstal bru download lgi ulng lgi msukin data,, udan 2x,,,pdhl tdinya biasa2 aj;22/12/2025 12:27;
Afrian;1;livin adalah mbanking paling ribet dalam hal bayar virtual account ketimbang brimo,wondr,atau mybca, mbanking lain cukup 1 menu, livin harus pilih pilih lagi kalo mau VA, lalu pas mau topup gopay, di mbanking lain gratis loh topup gopay, masih ada kuota gratis topup, masak di livin masih di kenai biaya admin.;22/12/2025 12:19;
Kresensia Pira;1;Hati hati buat yg Makai Livin atau punya tabungan di bank mandiri sebab saya baru saja terima email polis AXA mandiri padahal saya tidak pernah mengajukan asuransi apapun, tidak pernah dapat telfon apapun tiba tiba di kirim e-polis ke email saya, AXA mandiri mengakses data pribadi tanpa ijin dari saya. hati hati banget ya apalagi yg punya banyak tabungan di mandiri;22/12/2025 11:02;
Shinta dwi Utari;1;saya sudah japri melalui email tapi sama saja tidak direspon;22/12/2025 11:01;
Andex Malambe;5;kalau bisa ada notifikasi lah kalau ada uang masuk;22/12/2025 10:55;
Man;5;gak bisa pake paket data;22/12/2025 10:53;
Andika Prayoga silaban;5;kendala tidak bisa login livin Tolong di bntu;22/12/2025 10:39;
Indra Hermawan;5;jos;22/12/2025 10:35;
A R I F;5;Masih banyak yang harus di perbaiki !!;22/12/2025 09:59;
Lalu Aminullah;5;bagus sekali;22/12/2025 09:38;
joe Talim;5;mau tf dr Livin ke dana kok susah ya??;22/12/2025 09:20;
Tedjaningsih Karnamisastra;5;Dgn Livin Mandiri ,sangat membantu kelancaran transksi berupa transfer dll...,semuanya jd mudah. Dgn adanya bantuan aplikasi Livin Mandiri segala urusan transaksi jd lebih mudah dan tdk menyita waktu.;22/12/2025 09:04;
Endang Kartika;1;kenapa sih harus sering banget update. sangat2 menganggu,pas mau di pake tiba2 aja update.benci banget;22/12/2025 08:31;
Meysha Anasera;1;gak bisa log in susah amat skarang;22/12/2025 08:27;
Yusroni Ahmad;5;Mudah, cepat dan sangat bermanfaat.;22/12/2025 08:23;
Gumilang Cs985;5;sangat cepat transaksinya;22/12/2025 08:13;
MUSTANI GANI SARIPA;5;ok;22/12/2025 08:08;
Ipung Tembo;2;Aplikasix tidak nyaman. tidak simple. iklanx wowww mengganggu;22/12/2025 06:43;
Johnny Johansyah;5;dengan menggunakan apl livin' by mandiri saya sangat dimudahkan dlm hampir semua transaksi harian, tanpa harus pergi ke bank dengan segala resikonya, cukup buka gawai selesai semuanya;22/12/2025 06:43;
Bangun Ardianto;5;bagus;22/12/2025 06:41;
Gery mandiri;5;mohon di bantu ka setelah daftar ga bisa isi saldo selalu gagal tolong di perbaiki Terima kasih;22/12/2025 06:37;
Darks Enigma;5;Aplikasi terbaik, yang sangat susah digunakan dan sampai sekarang akun gw gx bisa masuk dikarenakan tiba2 error. dan sampai sekarang tidak bisa dibuka sama sekali. harus aras urus ke bank langsung,... yang antriannya dah kyk ngantri BLT+BBM. badut BUMN;22/12/2025 06:27;
Dwi Prasetyo;5;lbh muda bertransaksi;22/12/2025 06:16;
Shinta Permata;2;nyebelin bgt...harus update Mulu.. seolah2 hp isi aplikasi nya cuma mbanking mandiri doank...yg memory nya kan hrs berbagi dg aplikasi lain;22/12/2025 06:09;
Nor Hayati;3;kenapa susah sekali registrasi nya ribet. kenapa ditanya kan nomer telpon kantor sedang saya bekerja tidak dikantor dan tidak ada nomer telpon kantor nya.;22/12/2025 05:56;
Alin Haura;3;untuk proses fto ktp knpa sulit sekli hrus mengulang terus pdhal pcc sdh benar;22/12/2025 05:54;
Hasani Umalekhoa;5;mudah dan enk di gunakan;22/12/2025 05:51;
Guess Who;1;ditelp 14037, kt nya KK ga bs dipake jk blm diaktifin, knyataannya bs dipake qris;22/12/2025 05:50;
Joe Riana;1;fitur power cash nya ko hilang;22/12/2025 05:31;
BY pily;5;mbanking saya ke blokir salah masukin password;22/12/2025 05:27;
rival haris;1;nasabah pada lari, nga transaksi selama 2 bulan sj rek sy trblokir. mandiri 👎;22/12/2025 05:18;
swa puti;2;suka macet susah dibuka;22/12/2025 04:57;
Amat Tama;3;dari hari kemaren knpa Livin saya ga bisa login tolong kasih penjeladan;22/12/2025 04:55;
Muhammad dermawan Daulay;5;mantap;22/12/2025 04:41;
Wenzst;5;Transfer terkurang Rp. 5005 tanpa ada Resi, jumlah transfer menjadi tidak sesuai;22/12/2025 04:41;
Hendra Hendra;5;matap;22/12/2025 04:25;
Restu Pinasti;3;ga bisa di akses;22/12/2025 04:19;
Muhammad Teguh;5;mantap;22/12/2025 03:16;
Rivaldo Siregar;1;nyesel kali aku gunakan mandiri ini langsung biaya admin debit 66 RB gak ngotak kali dipikir uang daun turun dari langit;22/12/2025 03:11;
Haris Sandi;5;Alhamdulillah... Adanya Livin Mandiri Transaksi jadi mudah & bisa juga pakai dana paylater, Cuma kok skrng dana paylater nya tidak bisa di gunakan yah , Tolong di aktifkan kembali yah dana paylater saya , Terima kasih.;22/12/2025 03:04;
Sholehah 777;2;knpa Livin punya Ku eror GK bisa masuk daftar juga gak bisa;22/12/2025 03:01;
Aidin Aidin;5;Alhamdulillah... sangat membantu sekali, thanks mandiri;22/12/2025 02:22;
Arifin Arifin;3;kenapa ini livin yang saya gunakan sudah 3 bulan masi eror teruss sudah di instal ulang pun tidak bisa tetap eror mempersulit untuk transaksi non tunai selama livin eror harus tarik tunai ke ke ATM, sudah lapor ke pihak mandiri tapi tetap tidak bisa di pakai livin nya;22/12/2025 02:11;
Amryn Arint;5;enak sih pakai livin ini tapi susahnya setiap bulang D apdate terus;22/12/2025 02:05;
Bobi Bibo;5;baik;22/12/2025 01:55;
Nawa Segara234;1;1 tahun lebih kartu ATM gak pernah sampai ke rumah, kirim kartu ATM saja gak pecus! Bikin susah orang.;22/12/2025 00:49;
Tien Ketrin;3;sangat menyebalkan suruh upgrade mulu ih;22/12/2025 00:34;
Awal Keren;5;simpel n mudah;22/12/2025 00:12;
Demank Aje;5;bagus;22/12/2025 00:03;
Serfasius Manek;5;Sangat penting Keren banget aplikasih ini untuk membantu kita dan bisa membantu saya👸👸👸👸 🙏🙏🙏🙏;21/12/2025 23:37;
A-T Asrul Temongmere;5;👍;21/12/2025 22:48;
bertina rachmawati;5;ok;21/12/2025 22:17;
Jefri Zara;5;jos;21/12/2025 22:13;
Deltry Jehoda;5;baik;21/12/2025 21:39;
Tomy Adam;5;bagus;21/12/2025 21:12;
Deny Chend;1;kenapa saya tidak dapat code periv dan membuka aplikasi livin sesudah bikin atm mandiri online di livin,,seharusnya kan ada kode periv ke nomor kita terus bikin sandi buat aplikasi livin,,ko ini sesudah foto ktp langsung suruh masukan nomor kartu atm mandiri sedangkan saya blm tau no kartu atm mandiri gimana saya mau masuk ke aplikasi livinnya;21/12/2025 19:13;
Rike Apriansyah;1;Sering tiba tiba ga bisa transaksi ,sangat mengecewakan tolong di perbaiki 🙏 dan apabila ada maintenence tolong di email jgn hanya diam saja 🙏;21/12/2025 18:26;
Naya Askia;2;mau tanya saya anggota pkh tp daftar Livin kok gagal trus yaa;21/12/2025 18:13;
hasya sofiah;5;aplikasi nya bagus kirim uang gak perlu ribet lagi ke bank, tapi kenapa di akun saya tidak ada notifikasi uang yang masuk bahkan di pesan masuk pun tidak ada riwayat uang masuk cuma yg ada uang keluar, ini memang aplikasi begini atau di akun saya aja?;21/12/2025 17:17;
Andre moweno Pelodu;5;easy licin saya belum punya pinjaman serba guna;21/12/2025 16:41;
Maulana Gans;2;kenapa sih tiap jam 11 gabisa dipake nih aplikasi gabisa transaksi;21/12/2025 16:41;
Albim Jihambani;4;bagus sih cmn ada yg kurang mengenakkan dimna saya mau top up ke akun dana saya sendiri malah GK bisa alesan ny nomer ini tidak ditemukan padahal nomer yg hp yg di livin sama kaya di dana;21/12/2025 16:26;
Rohmat Dony;5;Selama pemakaian aplikasinya belum ada kendala si jadi masih aman teruss 👍🏿;21/12/2025 15:21;
Hadirio_;1;kartu debit pembuatan di livin udah satu bulan belum di kirim nyampe rumah.. payah!;21/12/2025 15:11;
Arif Bigmando;5;membantu... bnget...;21/12/2025 14:41;
Ltarry Sarah;5;mohon di perbaiki lagi,saat mau buka livin sangat lama baru terbuka, adanya Livin aplikasi ini sangat mudah kita bertransaksi TF, TOP-UP dll, tanpa harus keluar rumah,🙏💚;21/12/2025 14:33;
ABD WAHID (Ahid);4;sangat memuaskan;21/12/2025 14:29;
Muhammad Joko Hadiyanto;3;paylatter dan KSM di livin tidak muncul;21/12/2025 14:10;
Muchfan Lumbas;5;bagus;21/12/2025 14:08;
Erald Kilala;1;lemot, sudah 3 hari akunya tidak jadi2 disuruh menunggu padahal saya sebagai Cs sudah membutuhkan;21/12/2025 14:05;
Novi Belek;5;best;21/12/2025 13:11;
Jon Misar;1;livin ini mintak perbaruan trus.ada apa ya susah donlod.lambat lagi;21/12/2025 13:09;
Santi;5;sanggat membantu;21/12/2025 13:08;
Edi Susanto;1;kenapa ya rata2 bank bumn itu mengesalkan dan menjengkelkan, keamanan juga kurang terjamin;21/12/2025 12:34;
Yaya Sunarya;3;qris nya macam jembut. lelet.;21/12/2025 12:17;
Damayanti;5;livi semakin ok;21/12/2025 12:15;
Misri Doang;5;Mantap,,,;21/12/2025 12:02;
Dul Mukti;5;bagus;21/12/2025 11:35;
Aska Ss;2;kurang bgus aflikasinya sering eror kluar sendiri;21/12/2025 11:18;
Febri Roandre;3;boleh bertanya kenapa kartu rekening saya belum di antar antar?apa perlu di isi dulu saldonya? kalo emang perlu di isi dulu baru diantar minimal berapa topup nya?;21/12/2025 11:13;
Jumi Nisa;5;Apakah Livin Minggu 21 Des ini sedang maintenance? susah dibuka aplikasi q;21/12/2025 10:58;
Muhammad Khakimulloh;5;livin by mandiri memang mantap ok;21/12/2025 10:42;
Atma Purnama03;5;aplikasi yang sangat membantu;21/12/2025 09:38;
JAKFAR SHODIQ (Jack'S);5;mantap... sangat bermanfaat untuk kebutuhan mendesak.;21/12/2025 09:30;
Purwati Erna;5;Livin by mandiri ....👍;21/12/2025 09:16;
Mizwar Zahra17;4;bagus boku;21/12/2025 09:05;
Danang Eko;5;ok;21/12/2025 08:49;
Dede S.Pd.I;5;bagus ga perlu nunggu lama;21/12/2025 08:06;
Mahrudin Dien;5;bagus;21/12/2025 07:50;
muhammad fauzi;5;good;21/12/2025 07:15;
Edy Sutanto;5;Mantap;21/12/2025 06:58;
Agus Triadi;5;baik;21/12/2025 06:38;
Sani Aulia;3;Ga bisa buka plystore;21/12/2025 06:27;
Renggi Reno;3;mendapat Notifikasi Pinjaman KSM tetapi di Applikasi Livin TIDAK ADA , Padahal sudah dikonfirmasi Notifikasi by WA Mandiri Real;21/12/2025 05:44;
Kus Wanto;5;mantab;21/12/2025 05:42;
irmanbl hanum;1;kalo saldo hilang bisa minta bantuan ke mana;21/12/2025 05:37;
Nanik Suharti;5;bagus;21/12/2025 05:30;
Riyanto Surabaya;5;pelayanan baik;21/12/2025 05:11;
Binuang Binuang121;5;aplikasi ini sangat mendukung dan mudah di guna kan mau kirim uang gk harus ke ATM, dulu,;21/12/2025 04:54;
Aldi Prasetia;2;kadang bermasalah saat transfer ke orang,trus QRIS bermasalah gimna sih Livin,masa TF di dana aja susah payah;21/12/2025 04:22;
Melki edi Susanto;5;sangat membantu tapi mengapa sering sekali aplikasi nya eror;21/12/2025 04:21;
Mohamad Mugiono;5;semoga mandiri nambahin saldo dadakan;21/12/2025 04:11;
Yunita Nita;5;terbaik sekali.;21/12/2025 03:40;
Vita Ardyanti;5;aplikasi yang sangat membantu, memudahkan semua pembayaran;21/12/2025 03:29;
Djoni Rombe;5;sangat bagus;21/12/2025 03:06;
Rifki Irwansyah;5;mantap;21/12/2025 03:01;
Marwan Syahputra;5;semakin baik;21/12/2025 02:40;
NURUL HUDA;5;memang ok Livin Mandiri;21/12/2025 02:07;
Elyas Takainginang;5;sangat bagus aplikasi ini saya suka trimaksih livin;21/12/2025 01:47;
Ba2 Da3;5;ok;21/12/2025 01:43;
Bagus Fachrul Rozi;2;tolong dong untuk login livin jangan dipersulit, nomor handphone udah tidak terdaftar atau tidak bisa diakses, jadi gabisa login, mau ganti disuruh ke kantor cabang terdekat, terus udah ke kantor cabangnya malah bilang gabisa digantj, jadi gimna dong solusinya, soalnya susah mau transaksi harus ke atm terus;21/12/2025 01:41;
upuhawinu;4;kenapa menu Power Cash hilang?;21/12/2025 01:39;
Akhai Yang;1;dikit2 suka ganti pasword, ribet sekali;21/12/2025 01:18;
Ayyuna Ayyura;1;Sudah dr tgl5 agustus dibuka ga bisa,hapus donlod lg msh ttp ga bs dibuka. Lama2 apk ini payah. Makin sebel,apk dibuka logout sendiri,donlod lg,data dimasukkan udah bner semua tp dibilang data salah. males banget sm apk ini;21/12/2025 00:56;
Ali Aryan;1;saya sangat nyaman dg aplikasi Livin ini,sangat membantu memudahkan dalam bertransaksi tetapi selalu trus diapgrade dan akhirnya jadi merepotkan.. mungkin ada solusi lain yg tidak perlu terus terusan di-update 🙏;21/12/2025 00:39;
Adi Graha jasa angkut jogja;1;ini apl lompat keluar terus, sdh uninstal trs dowload lg sampai 6x masih saja lompat keluar lagi di oppo reno 5;21/12/2025 00:36;
Rahma Wulan Sari;1;aplikasi tidak bisa dibuka,sudah coba instal ulang pas verifikasi keluar lagi dari apk.;21/12/2025 00:28;
Rasmiati Kades;5;sangat Bagus;21/12/2025 00:04;
Osmizan;5;ok;20/12/2025 23:49;
Surawan Endro Nugroho;5;mantul bosku;20/12/2025 23:18;
Kevin Ok;4;Mempermudah transaksi, sehingga tidak jauh2 pergi ke bank;20/12/2025 23:11;
Gilang Repandi;5;sangat bagus;20/12/2025 23:03;
Acep Angga Handayana;1;banyak biaya lain2 yg tak terduga, biaya administras 1 X transfer sampe 4X otomatis boncos tiap ada yg transfer saldo saya dan rudetnya ni selalu minta update terus ni aplikasi, belum ada perubahan jugaa nihh paraah.;20/12/2025 22:30;
Candra Putri;5;bagus;20/12/2025 22:09;
Moh Guluh;5;sangat membantu;20/12/2025 21:45;
Gus abdullah alkhabsi;3;"untuk saat ini per tanggal 21/12/2205 aplikasi saya buka tidak bisa hanya stag di logo awal mandiri dan tidak lama setelah itu close dengan sendirinya, dan untuk sebelumnya cukup normal"" digunakannya";20/12/2025 21:18;
Marjani Bta;5;Aplikasi yg sangat membantu dan memudahkan dalam transaksi keuangan.;20/12/2025 20:59;
Siti Mahmudah;2;buat login susah mau masuk aplikasi nya dgn note perbaikan sistem trus parahhh;20/12/2025 20:24;
Angga Gayox;2;banyak gangguannya tiap mau transaksi..;20/12/2025 19:10;
Bung Alvaro;5;bagus;20/12/2025 18:38;
Robianto 123;5;aplikasi yang sangat menarik;20/12/2025 18:19;
Indah Indah;5;sangat baik dan sangat membantu, terimakasih, kalau boleh saran potongan mandiri terlalu besar kalau bisa di kecilkan nasabah sudah jutaan bukan ribuan lagi, terimakasih,;20/12/2025 17:35;
Ketut ketutandriharyono;5;mantap livin;20/12/2025 16:54;
bismillah TNI AD tamtama;5;tidak bisa tf mohon bantuannya;20/12/2025 16:20;
Insan Permnana Putra Putra;2;terus aja pemeliharaan mau transaksi gabisa mau apa apa serba terbatas..tiap bulan aja ada potongan buat apa coba;20/12/2025 16:07;
limress Purba02;5;semakin mantap smua bisa praktis 👍❤️;20/12/2025 16:03;
Ryan San;1;kena rpt-02 proses ajuan data nya sampe 3 bulan lebih belum ada kejelasan;20/12/2025 15:24;
Fitri Andriani;1;tolong di perbaiki lagi apknya sering eror;20/12/2025 14:15;
A. Buchori Salman;5;Lebih memudahkan di dalam Transaksi Keuangan;20/12/2025 14:14;
Nonsakila Nauraaziya;5;ok;20/12/2025 14:00;
Tiara Pelitawati;5;bintang 5 soalnya suami aku kerja dimandiri wkwk;20/12/2025 13:49;
Martabak Septi;1;setelah di isi saldo malah gak bisa transaksi, di instal ulang malah haris login pake nomor kartu, kartunya aja gak di kirim, ribet banget mau login aja harus pake nomor kartu.;20/12/2025 13:12;
Seru Lakawali;1;payah setiap saat update;20/12/2025 12:47;
Umar Faozi;1;Livin Mandiri memang bagus, kelemahannya harus update setiap bulan, repot juga utk yang kapasitas penyimpanan hp kecil, Bank lain 1 tahun 1 kali bahkan lebih dari 1 thn, dan nyatanya aman, tolong update jangan setiap bulan;20/12/2025 12:25;
Hervan Sugma;1;min minta tolong aplikasi lebih gampangin memindah kan akun ke hp lain🙏;20/12/2025 12:21;
Rama asih;3;kenapa harus selalu di update- update terus? apk nya GK bisa di buka kalo nggk di update;20/12/2025 12:08;
payomi marssyom;5;Over All Good Mood🫶;20/12/2025 12:04;
Jannati Auliya;3;sangat membantu tapi kenapa blum bisa pulih hanya karena kesalahan sepele sedikit kecewa;20/12/2025 12:01;
Sabang Merauke;5;jos;20/12/2025 11:59;
Bundaaa Ilham;5;sejauh ini masih bagus dan aman2 aja.;20/12/2025 11:42;
kaloko wibowo;5;good;20/12/2025 11:35;
BABY GAMING;1;kenapa punya saya tidak bisa update;20/12/2025 11:25;
Randu Harda;3;parah livin mandiri eror terus;20/12/2025 11:12;
wirahadi komang;4;lebih memudahkan melakukan transaksi;20/12/2025 11:04;
Pecinta Sholawat;1;knp stiap mau masuk ke apk nya keluar sendiri ?;20/12/2025 10:54;
Aji Alfarizi;5;memudahkan layanan transaksi kapan pun;20/12/2025 10:35;
Alina Dimyati;5;sekarang keren bgt;20/12/2025 10:32;
Junaidi 2382;5;sangat baik;20/12/2025 10:29;
Al Fatih;1;tidak ada aba2 instal ulang apk livin,trus msuk ga otomatis kya biasanya,sementara q ga punya nomor kartu fisiknya,bgaimna nasib saldo ku ddam apk;20/12/2025 09:31;
Wahyu Tjo;1;kenapa ngak bisa di HP xiome terkendalanya di sistem tidak Resmi;20/12/2025 09:13;
Susi Lawati;1;Livin banyak potongan nya .. potong nya GK sesuai gede bener setiap transaksi mana setiap bulan harus abdet ulang ribet.. kenapa setelah d apdet harus daftar lg sangat lah susah tolong lah beri kemudahan seperti bank yg lain kenapa Livin ini sangat nyiksa banget;20/12/2025 09:09;
Ahmad Apandi;5;mantappp;20/12/2025 09:07;
Wewe Tesenk;1;update Mulu eror Mulu;20/12/2025 08:58;
Imam Lukmanhakim;5;bagus👍👍;20/12/2025 08:42;
Ulli Cupu;5;bagus;20/12/2025 08:42;
Zailani Zailani;5;baik;20/12/2025 08:42;
Rusyan Wahyudi;5;sangat suport kegiatan pengiriman uang;20/12/2025 08:34;
Diana Salty;5;sangat bagus;20/12/2025 08:31;
Azriel Fazar Rifaldi;5;bisa memudahkan pembayaran;20/12/2025 08:07;
manati channel;1;gak bisa mendeteksi wajah... pakai wajah orang lain sama aja... jadi ttp. gak bisa login;20/12/2025 07:31;
Aris Machfudi;5;sangat bagus, memudahkan bertraksasi;20/12/2025 06:30;
Dedet Prandika;5;sangat membantu dan, baguss;20/12/2025 06:18;
agus maulana;3;ada bug di aplikasi tolong diperbaiki;20/12/2025 06:10;
Mohammad Ryan Pinasthika;3;tampilannya makin jelek, kembalikan tampilan lama;20/12/2025 05:39;
Johan Siahaan;5;ok.mantap;20/12/2025 05:15;
Yaska Yazkan;1;"kenapa gak bisa masuk terus, habis uninstall ulang.... ""layanan sedang dalam peningkatan""";20/12/2025 05:03;
rafael struike;1;aplikasi ini gk suport di hp realme c3 versi android 10..parah emang;20/12/2025 04:56;
Putra Hago;1;baru daftar semalam ,lalu hp ke restart ,lalu bagaimana login nya ini ..baca email bos mandiri ...;20/12/2025 04:48;
Shol Shol;1;makin jelek aja nih livin ngeblokir saldo se enaknya aja...udah di luar kebiasaan ngeblokir saldo nya...tolong dong jangan maen blokir blokir aja saldo orang di luar kebiasaan...;20/12/2025 04:47;
Maulana Rizky;1;udah pelan² ga pakai mandiri lagi semenjak va nya ada admin. klo pemakaian transaksi va saya sebulan bisa kena admin total 50-70ribu. gimana mau aktif transaksi klo gini? klo ke luar bank lain okelah, lah ini ke va mandiri juga ada adminnya. bank besar lain gaada gitu cuma mandiri aja, kecewa x sih;20/12/2025 04:34;
Ridwan Novandi;3;masih sering terjadi masalah gagal transaksi tapi saldo tetep ke debet, kalau mau saldo balik harus lapor manual ke cs. tolong masalahnya di perbaiki!;20/12/2025 04:31;
Kris Nanto;5;sangat membantu;20/12/2025 04:02;
Junaidi Edi;1;payah ATM bank susah, padahal daerah kota tangerang, udah gitu sering Offline payahh bank mandiri;20/12/2025 03:21;
Firman Teguh;4;"sekedar info, terkadang bukan hanya jaringan,4G,5G,wifi/hotspot, update App, setingan jam otomatis/tidak, setting Aplikasi Livin di Handphone. saat transaksi ""selalu tidak dapat diproses"" atau ""silahkan atur pengaturan jam anda"" Jadi Tolong untuk Admin App. di perhatikan Nasabah pengguna lewat App Livin jdi transaksi bermasalah. terimakasih";20/12/2025 03:20;
nining aidah;3;kenapa iya setelah di upgrade Livin saya tidak bisa di akses;20/12/2025 03:18;
Imi Haetami;1;kenapa selalu for close setiap kali mau buka aplikasinya. tolong dong d perbaiki sistem nya.;20/12/2025 03:00;
Sugeng Prihanto;5;kenapa livinku eror sendiri ya kak dan tidak bisa di buka kak;20/12/2025 02:43;
amix slamet;1;susah masuknya;20/12/2025 02:34;
Apri Yulianto;5;heran gw sama Livin Mandiri. susah bet nabung duit disitu. banyak fitur yg mudah buat transaksi makanya duit ga penuh penuh hahahaha...;20/12/2025 02:33;
Elen July;1;gak kayak seabank. di sini ternyata saldo minjmal pun ga bisa di tarik. parah. ga lagi mah pakai;20/12/2025 02:20;
Amang kece Kece amang;5;sangat bagus;20/12/2025 01:48;
muhamad wisnu adibal muhtar;1;mau verifikasi wajah aja susah banget sih sampe sakit mata disuruh berkedip terus;20/12/2025 01:47;
muh reza;1;ini kenapa setiap mau masuk/login gagal terus gagal menyambung silahkan coba lagi? lah ini duit gw ngapa dipersulit mulu cuma mau masuk dan mau pake duit dipersulit? ingin mempermudah apa malah ingin mempesulit?;20/12/2025 01:40;
Boyo Boyo;5;kemarin sudah pasang apk livin terus kemarin saya hapus instal. sekarang mau pasang lagi tapi lupa no kartu kreditnya. tolong bantuannya;20/12/2025 00:59;
YOGA SATRIA;5;livin tampilannya jelek, masa saldonya dikit;20/12/2025 00:59;
Alfin Mapalulo;5;menunggu 24 jam registrasi;20/12/2025 00:41;
Leonardus Mayus;5;nice;20/12/2025 00:40;
Firman Syah;5;salah pin udah 3kali gimana yah;20/12/2025 00:36;
Eben Sinambela;5;sangat Bagus;20/12/2025 00:35;
moeh bahier;3;sekrng mandiri, tiap transaksi VA bayar mulu;20/12/2025 00:14;
Bagas 123;4;update trs bikin males;20/12/2025 00:06;
Ananta Fahrianti;1;minta update terus tapi fitur nihil, mana makan banyak storage;19/12/2025 23:59;
Guzz Omikk;5;bank favorit;19/12/2025 23:52;
Hamzah rosyadi;5;Sangat baiik sekali;19/12/2025 23:49;
Adinda Kirana;1;jelik masa dlm 1 tahun 3 kli di upgrade;19/12/2025 23:33;
Aripin;5;mantap;19/12/2025 23:15;
Ujang Hikmat;5;saya baru daftar Livin mandiri..lewat online..dengan cara..oara operator turun ke lapangan nyari nasabah...nah...sy lupa password..bagaimana cara utk mendapatkan no kartu dan masa berlaku nya;19/12/2025 23:09;
Asih Awaliaa;3;update an mulu kagak kelar kelar🥴 September update sekarang update lagi hadehhh;19/12/2025 22:52;
Saud Badali;5;ok;19/12/2025 21:01;
Muh Mordiawan;3;Sangat membantu untuk bertransaksi, hanya saja Susah login di awal pertama, bikin kesel..jaringan udah baik TPI kok susah betul login..mohon agar segera di perbaikij. Terima kasih;19/12/2025 19:59;
Sandi Muhammad amsor;1;terlalu lama ofline jadi susah transaksi;19/12/2025 19:51;
Marlina;1;tolong dipermudahkan updete nya ini tidak bisa updete padahal sudah bisa dibuka disuruh updete lagi mana tidak bisa di updete ribet banget;19/12/2025 19:33;
Muhammad Rakan Zulkarnain;1;Sampah, susah banget buat bisa bertransaksi diatas jam 12 malam. Bahaya gabisa buat urgent;19/12/2025 19:11;
Vivo Saya;5;aplikasi ini sanggat membantu;19/12/2025 19:03;
dikzy A;2;tolong dong, aplikasi nya forsclose terus;19/12/2025 18:41;
Niko Niko;5;bagus;19/12/2025 18:27;
Mei Tryiono;4;habis diupdate malah ndak bisa dibuka padahal sinyal full;19/12/2025 17:03;
Dan's Jr;5;bagussssssssssss;19/12/2025 16:34;
ibnu kasir;1;saya menyesal donlod Livin ini.. vertikasi wajah nya susah bikin emosi.. stelah saya gagal vertikasi wajah gagal trs gak pakai lama uang saya saya ambil smua di ATM dan saya mending ganti bank lain. tolong perhatikan konsumen.. kita mau nabung stidaknya di permudah bukan di persulit.. menyesal saya nabung di bank ini dan menyesal jg saya donlod aplikasi sampah ini bikin emosi jg nih vertikasi wajahnya gagal trs.. saya kasih bintang 1 atas layanan aplikasi sampah ini;19/12/2025 16:17;
Maulana H;5;oke;19/12/2025 15:41;
Widya Prima;5;sudah bagus;19/12/2025 15:39;
Edu;1;suka error aplikasinya masa ndx bisa ngtikkan kata sandi;19/12/2025 15:31;
edi kaswadi;5;Good;19/12/2025 15:27;
Muhamad Agis;3;banyak yg komplen ga ada nait perbaikin;19/12/2025 15:09;
Iskan Dar;5;i like this;19/12/2025 15:08;
Debry Samadala;5;aplikasi ini bagus bangat.;19/12/2025 14:42;
Dimas Erlangga;5;semoga aku bisa dapet pinjaman kartu kredit lagi amin;19/12/2025 14:41;
Kevin 1;5;aplikasi ini sangat membantu sekali;19/12/2025 14:35;
Putri Pebriani;5;Bagus banget aplikasinya;19/12/2025 14:20;
Masril Masril;5;ok;19/12/2025 14:15;
